number,id,title,board_width,board_height,arrow_count,magnet_count,wall_count,current_difficulty_v3,current_quality_v2,current_quality_status,v3_solution_family_count,v3_meaningful_decision_points,v3_dependency_depth,v3_mechanic_relevance_ratio,v3_unused_empty_space_ratio,v3_irrelevant_entity_ratio,total_solution_length,solution_sequences,meaningful_solution_strategies,solution_permutation_redundancy,canonical_plausible_choices,canonical_immediately_invalid_choices,canonical_viable_choices,canonical_fatal_choices,canonical_meaningful_choice_classes,canonical_consequential_decision_nodes,canonical_harmful_decision_nodes,canonical_effectively_equivalent_choices,canonical_independent_moves,explored_plausible_choices,explored_immediately_invalid_choices,explored_viable_choices,explored_fatal_choices,meaningful_failure_rate,explored_consequential_decision_nodes,explored_harmful_decision_nodes,future_impact_edges,commutative_pairs,viable_choice_pairs,commutative_pair_rate,mandatory_order_pairs,flexible_order_pairs,meaningful_order_strength,canonical_polarity_flips,polarity_material_impacts,polarity_strategic_impacts,polarity_actionability_impacts,polarity_solution_structure_impacts,polarity_impact_rate,decorative_magnets,strategically_relevant_magnets,solvability_essential_magnets,controlled_success_interactions,controlled_failed_interactions,impactful_polarity_magnets,decorative_walls,route_relevant_walls,movement_relevant_walls,visibility_relevant_walls,strategically_relevant_walls,solvability_essential_walls,arrow_occlusion_events,cancellation_events,cancellation_impactful_events,cancellation_fatal_events,cancellation_canonical_events,first_obvious_solve_probability,first_obvious_expected_actions,first_obvious_expected_wrong_actions,first_obvious_expected_restarts,first_obvious_expected_meaningful_setbacks,first_obvious_expected_polarity_mistakes,first_obvious_expected_decision_points,greedy_solve_probability,greedy_expected_actions,greedy_expected_wrong_actions,greedy_expected_restarts,greedy_expected_meaningful_setbacks,greedy_expected_polarity_mistakes,greedy_expected_decision_points,random_successful_solve_probability,random_successful_expected_actions,random_successful_expected_wrong_actions,random_successful_expected_restarts,random_successful_expected_meaningful_setbacks,random_successful_expected_polarity_mistakes,random_successful_expected_decision_points,random_visible_solve_probability,random_visible_expected_actions,random_visible_expected_wrong_actions,random_visible_expected_restarts,random_visible_expected_meaningful_setbacks,random_visible_expected_polarity_mistakes,random_visible_expected_decision_points,shortest_route_solve_probability,shortest_route_expected_actions,shortest_route_expected_wrong_actions,shortest_route_expected_restarts,shortest_route_expected_meaningful_setbacks,shortest_route_expected_polarity_mistakes,shortest_route_expected_decision_points,triviality_classification,mechanic_presence_count,mechanic_interaction_count,claimed_mechanics,interacting_mechanics,primary_ease_reason,canonical_interchangeable_groups
81,campaign-081,Relay study 081,4,4,6,1,1,77,96,ACCEPT,92,4,6,1.000000,0.312500,0.125000,6,328,17,0.948171,18,3,18,0,16,5,0,1,16,186,18,186,0,0.000000,57,0,156,129,171,0.754386,0,15,No meaningful ordering,6,5,3,3,3,0.500000,0,1,0,150,18,1,1,0,0,0,0,0,36,0,0,0,0,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.768056,0.768056,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C+E+F;d1:B+C+D+E+F;d2:C+E+F;d3:E+F;d4:E+F
82,campaign-082,Vector study 082,4,4,6,1,1,77,96,ACCEPT,113,5,6,1.000000,0.312500,0.125000,6,460,19,0.958696,20,1,20,0,18,5,0,1,18,228,20,228,0,0.000000,69,0,196,177,227,0.779736,0,15,No meaningful ordering,6,5,2,2,2,0.333333,0,1,0,188,20,1,1,0,0,0,0,0,40,0,0,0,0,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.455247,0.455247,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,5,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION,PULL+PUSH+POLARITY_FLIP+OCCLUSION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E+F;d1:B+D+E+F;d2:D+E+F;d3:D+E+F;d4:E+F
83,campaign-083,Polarity study 083,4,4,6,2,0,78,97,ACCEPT,93,4,3,1.000000,0.375000,0.000000,6,600,2,0.996667,17,4,17,0,15,4,0,0,15,216,8,216,0,0.000000,55,0,146,228,244,0.934426,0,15,No meaningful ordering,5,3,1,1,1,0.200000,0,2,0,200,8,1,0,0,0,0,0,0,16,0,0,0,0,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.214583,0.214583,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,5,5,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E+F;d1:B+C+D+E;d2:C+D+E;d3:D+E
84,campaign-084,Cadence study 084,4,4,6,2,1,78,94,ACCEPT,156,5,3,1.000000,0.375000,0.111100,6,320,4,0.987500,17,4,17,0,10,4,0,5,16,144,16,144,0,0.000000,35,0,80,113,129,0.875969,0,15,No meaningful ordering,5,3,1,1,1,0.200000,0,2,1,112,16,1,1,0,0,0,0,0,32,0,0,0,0,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.780556,0.780556,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+D+E+F;d1:B+D+E+F;d2:D+E+F;d3:C+E+F;d4:E+F
85,campaign-085,Circuit study 085,4,4,6,2,0,79,97,ACCEPT,44,4,3,1.000000,0.375000,0.000000,6,720,1,0.998611,21,0,21,0,18,4,0,1,20,192,0,192,0,0.000000,48,0,144,240,240,1.000000,0,15,No meaningful ordering,6,4,0,0,0,0.000000,0,2,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,5,3,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,PULL+PUSH+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E+F;d1:B+C+D+E+F;d2:C+D+E+F;d3:D+E+F;d4:E+F
86,campaign-086,Alignment study 086,4,4,6,2,0,79,97,ACCEPT,56,5,3,1.000000,0.375000,0.000000,6,720,1,0.998611,21,0,21,0,18,4,0,1,20,192,0,192,0,0.000000,48,0,144,240,240,1.000000,0,15,No meaningful ordering,6,4,0,0,0,0.000000,0,2,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,5,3,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,PULL+PUSH+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E+F;d1:B+C+D+E+F;d2:C+D+E+F;d3:D+E+F;d4:E+F
87,campaign-087,Rail study 087,4,4,7,2,0,80,97,ACCEPT,512,6,3,1.000000,0.375000,0.000000,7,3500,6,0.998286,25,3,25,0,23,6,0,1,24,580,40,580,0,0.000000,146,0,400,638,718,0.888579,0,21,No meaningful ordering,5,3,1,1,1,0.200000,0,2,0,500,40,1,0,0,0,0,0,0,80,0,0,0,0,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.416045,0.416045,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,5,5,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E+F+G;d1:B+D+E+F+G;d2:D+E+F+G;d3:E+F+G;d4:C+F+G;d5:F+G
88,campaign-088,Field study 088,4,4,7,2,0,81,100,ACCEPT,381,6,3,1.000000,0.250000,0.000000,7,3360,2,0.999405,24,4,24,0,20,5,0,2,23,400,16,400,0,0.000000,96,0,272,512,528,0.969697,0,21,No meaningful ordering,6,3,0,0,0,0.000000,0,2,0,336,0,0,0,0,0,0,0,0,32,48,48,0,1,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.406190,0.406190,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,5,PULL+PUSH+POLARITY_FLIP+OCCLUSION+CANCELLATION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS+CANCELLATION,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E+F;d1:B+C+D+E+F;d2:C+D+E+F;d3:D+E+F;d4:E+F+G;d5:F+G
89,campaign-089,Relay study 089,4,4,7,2,1,81,98,ACCEPT,456,6,3,1.000000,0.250000,0.100000,7,3360,3,0.999107,27,1,27,0,24,5,0,1,26,448,16,448,0,0.000000,111,0,330,560,592,0.945946,0,21,No meaningful ordering,6,4,1,1,1,0.166667,0,2,1,416,16,1,1,0,0,0,0,0,32,0,0,0,0,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.415079,0.415079,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+E+G;d1:B+C+D+E+F+G;d2:C+D+E+F+G;d3:D+E+F+G;d4:E+F+G;d5:F+G
90,campaign-090,Vector study 090,4,4,7,2,0,82,97,ACCEPT,314,6,4,1.000000,0.375000,0.000000,7,1792,6,0.996652,21,7,21,0,17,5,0,2,20,364,40,364,0,0.000000,94,0,259,364,402,0.905473,0,21,No meaningful ordering,5,3,2,2,2,0.400000,0,2,0,320,28,2,0,0,0,0,0,0,56,0,0,0,0,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.198309,1.198309,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,6,5,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D+G;d1:B+C+D+E+G;d2:C+E+G;d3:E+F+G;d4:F+G;d5:D+G
91,campaign-091,Polarity study 091,4,4,7,2,1,83,98,ACCEPT,456,6,4,1.000000,0.250000,0.100000,7,3360,3,0.999107,27,1,27,0,24,5,0,1,26,448,16,448,0,0.000000,111,0,330,560,592,0.945946,0,21,No meaningful ordering,6,4,0,0,0,0.000000,0,2,1,416,16,0,1,0,0,0,0,0,32,0,0,0,0,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.415079,0.415079,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C+D+E+F+G;d1:B+C+D+E+F+G;d2:C+D+E+F+G;d3:D+E+F+G;d4:E+F+G;d5:F+G
92,campaign-092,Cadence study 092,4,4,7,2,2,83,96,ACCEPT,340,6,4,1.000000,0.187500,0.181800,7,2800,6,0.997857,27,1,27,0,25,6,0,1,26,452,36,452,0,0.000000,114,0,308,482,534,0.902622,0,21,No meaningful ordering,6,4,0,0,0,0.000000,0,2,1,380,36,0,2,0,0,0,0,0,72,0,0,0,0,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.596746,0.596746,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,4,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+C+D+E+F+G;d1:B+C+D+E+F+G;d2:C+D+E+F+G;d3:D+E+F+G;d4:E+F+G;d5:F+G
93,campaign-093,Circuit study 093,4,4,6,2,1,85,97,ACCEPT,20,4,3,1.000000,0.375000,0.000000,6,240,2,0.991667,19,2,18,1,16,4,1,1,17,136,8,120,16,0.117647,36,16,102,108,116,0.931034,0,15,Moderate ordering,6,4,1,1,0,0.166667,0,2,1,148,16,1,0,1,1,0,1,0,0,0,0,0,0,0.500000,5.500000,0.500000,1.000000,0.500000,0.500000,2.333333,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,5.500000,0.500000,1.000000,0.500000,0.500000,1.666667,0.500000,6.672500,1.672500,1.000000,0.500000,0.500000,1.666667,0.500000,5.500000,0.500000,1.000000,0.500000,0.500000,2.333333,Hard,7,6,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,Most viable choices commute safely,d0:A+C+D+E+F;d1:C+D+E+F;d2:B+D+E;d3:D+E+F;d4:E+F
94,campaign-094,Alignment study 094,4,4,6,2,2,86,96,ACCEPT,35,5,6,1.000000,0.312500,0.100000,6,64,2,0.968750,13,8,12,1,10,4,1,1,11,55,15,51,4,0.072727,14,4,35,29,31,0.935484,2,13,Moderate ordering,5,3,0,0,0,0.000000,0,2,1,54,10,0,1,1,1,0,1,0,14,0,0,0,0,0.500000,5.000000,0.500000,1.000000,0.500000,0.500000,2.666667,0.000000,4.000000,1.000000,NOT_SOLVABLE,1.000000,1.000000,1.000000,0.500000,5.000000,0.500000,1.000000,0.500000,0.500000,1.481481,0.500000,9.169753,4.669753,1.000000,0.500000,0.500000,1.481481,0.500000,5.000000,0.500000,1.000000,0.500000,0.500000,2.666667,Hard,7,6,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,Polarity flips occur but do not change future actionable choices,d0:B+F;d1:A+E+F;d2:E+F;d3:C+F;d4:D+F
95,campaign-095,Rail study 095,4,4,7,2,2,86,98,ACCEPT,63,6,4,0.857100,0.312500,0.000000,7,840,4,0.995238,25,3,24,1,9,3,1,12,23,232,48,216,16,0.068966,52,16,96,204,228,0.894737,0,21,Moderate ordering,5,3,3,3,2,0.600000,1,1,1,156,64,1,0,2,2,2,2,0,0,0,0,0,0,0.666667,6.333333,0.333333,0.500000,0.333333,0.333333,1.250000,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.666667,6.333333,0.333333,0.500000,0.333333,0.333333,1.500000,0.666667,8.602778,2.602778,0.500000,0.333333,0.333333,1.500000,0.666667,6.333333,0.333333,0.500000,0.333333,0.333333,2.583333,Moderate,7,7,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,Most viable choices commute safely,d0:A+C+E+F+H;d1:B+D+E+F+H;d2:C+E+F+H;d3:D+E+F+H;d4:E+F+H;d5:F+H
96,campaign-096,Field study 096,4,4,7,2,2,86,96,ACCEPT,131,6,4,1.000000,0.312500,0.090900,7,560,4,0.992857,20,8,19,1,13,5,1,5,18,185,41,169,16,0.086486,51,16,125,133,150,0.886667,1,20,Moderate ordering,6,4,1,1,1,0.166667,0,2,1,174,26,1,1,1,1,0,1,0,42,0,0,0,0,0.500000,6.000000,0.500000,1.000000,0.500000,0.500000,2.000000,0.000000,5.000000,1.000000,NOT_SOLVABLE,1.000000,1.000000,1.000000,0.500000,6.000000,0.500000,1.000000,0.500000,0.500000,1.638889,0.500000,9.186921,3.686921,1.000000,0.500000,0.500000,1.638889,0.500000,6.000000,0.500000,1.000000,0.500000,0.500000,2.666667,Hard,7,7,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,Most viable choices commute safely,d0:A+D+F+G;d1:E+F+G;d2:C+D+F+G;d3:D+F+G;d4:F+G;d5:B+G
97,campaign-097,Relay study 097,4,4,6,2,2,88,94,ACCEPT,69,5,4,1.000000,0.375000,0.100000,6,240,3,0.987500,20,1,15,5,19,5,5,0,13,141,6,123,18,0.127660,37,18,99,97,109,0.889908,1,14,Moderate ordering,6,4,1,1,1,0.166667,0,2,0,154,26,1,1,0,0,0,1,0,12,0,0,0,0,0.500000,5.500000,0.500000,1.000000,0.500000,0.500000,3.833333,0.000000,5.000000,1.000000,NOT_SOLVABLE,1.000000,1.000000,5.000000,0.500000,5.500000,0.500000,1.000000,0.500000,0.500000,2.182222,0.500000,6.914213,1.914213,1.000000,0.500000,0.500000,2.182222,0.500000,5.500000,0.500000,1.000000,0.500000,0.500000,3.833333,Hard,7,7,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,Most viable choices commute safely,d0:A+C+D+F;d1:B+C+D+F;d2:C+D+F;d3:D+F
98,campaign-098,Vector study 098,4,4,6,2,2,88,100,ACCEPT,14,5,4,1.000000,0.250000,0.000000,6,72,4,0.944444,17,4,16,1,9,3,1,5,15,70,24,64,6,0.085714,16,6,34,36,44,0.818182,1,14,Moderate ordering,5,3,3,3,2,0.600000,1,1,1,60,24,1,0,2,2,1,2,0,0,0,0,0,0,0.666667,5.333333,0.333333,0.500000,0.333333,0.333333,1.750000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.666667,5.333333,0.333333,0.500000,0.333333,0.333333,1.291667,0.666667,8.179630,3.179630,0.500000,0.333333,0.333333,1.291667,0.666667,5.333333,0.333333,0.500000,0.333333,0.333333,1.250000,Moderate,7,7,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,Most viable choices commute safely,d0:A+C+G;d1:B+D+F+G;d2:C+F+G;d3:D+F+G;d4:F+G
99,campaign-099,Polarity study 099,4,4,7,2,0,90,97,ACCEPT,73,5,5,1.000000,0.375000,0.000000,7,728,3,0.995879,20,8,18,2,16,5,2,2,17,202,34,190,12,0.059406,53,12,149,173,187,0.925134,2,19,Moderate ordering,6,4,1,1,1,0.166667,0,2,1,212,24,1,0,0,0,0,0,0,32,0,0,0,0,0.500000,6.000000,0.500000,1.000000,0.500000,0.500000,2.622222,1.000000,7.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.500000,6.000000,0.500000,1.000000,0.500000,0.500000,1.992593,0.500000,9.887383,4.387383,1.000000,0.500000,0.500000,1.992593,0.500000,6.000000,0.500000,1.000000,0.500000,0.500000,2.622222,Hard,6,6,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,Most viable choices commute safely,d0:B+C+D+F;d1:D+F;d2:E+F+G;d3:A+F+G;d4:C+F+G;d5:F+G
100,campaign-100,Cadence study 100,4,4,7,2,1,90,98,ACCEPT,44,6,4,1.000000,0.312500,0.000000,7,840,2,0.997619,24,4,22,2,21,5,2,1,21,212,32,196,16,0.075472,56,16,164,202,210,0.961905,1,20,Moderate ordering,7,5,1,1,1,0.142857,0,2,2,224,16,1,0,1,1,0,1,0,24,0,0,0,0,0.500000,6.000000,0.500000,1.000000,0.500000,0.500000,2.177778,0.000000,5.000000,1.000000,NOT_SOLVABLE,1.000000,1.000000,1.000000,0.500000,6.000000,0.500000,1.000000,0.500000,0.500000,1.666667,0.500000,8.722722,3.222722,1.000000,0.500000,0.500000,1.666667,0.500000,6.000000,0.500000,1.000000,0.500000,0.500000,2.177778,Hard,7,7,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,Most viable choices commute safely,d0:A+B+C+E+F;d1:C+D+E+F;d2:D+E+F;d3:B+E+F+G;d4:E+F+G;d5:F+G
101,campaign-101,Reversal 101,4,4,6,2,2,71,96,ACCEPT,8,3,4,1.000000,0.250000,0.200000,6,32,3,0.906250,11,10,11,0,8,4,0,1,8,36,20,36,0,0.000000,10,0,26,13,15,0.866667,0,15,No meaningful ordering,5,3,2,2,2,0.400000,0,2,1,32,8,2,2,0,0,0,0,0,16,0,0,0,0,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,9.333333,3.333333,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:B+C;d1:C+F;d2:E+F;d3:D+F
102,campaign-102,Crossfield 102,4,4,5,2,1,72,94,ACCEPT,40,3,2,1.000000,0.375000,0.125000,5,80,2,0.975000,14,1,14,0,9,3,0,3,13,68,4,68,0,0.000000,16,0,36,52,56,0.928571,0,10,No meaningful ordering,4,2,1,1,1,0.250000,0,2,0,60,4,1,1,0,0,0,0,0,8,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.380556,0.380556,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+D;d1:B+C+D+E;d2:C+D+E;d3:D+E
103,campaign-103,Relay 103,4,4,5,2,1,74,94,ACCEPT,26,3,3,1.000000,0.375000,0.125000,5,80,3,0.962500,13,2,13,0,11,3,0,0,10,76,4,76,0,0.000000,19,0,42,55,63,0.873016,0,10,No meaningful ordering,4,2,2,2,2,0.500000,1,1,0,68,4,1,1,0,0,0,0,0,8,0,0,0,0,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.384028,0.384028,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Moderate,7,5,PULL+PUSH+POLARITY_FLIP+WALLS+OCCLUSION+MULTIPLE_MAGNETS+ORDER_DEPENDENCY,PULL+PUSH+POLARITY_FLIP+OCCLUSION+MULTIPLE_MAGNETS,Every successful choice remains solvable and winning orders are mostly interchangeable,d0:A+B+C+E;d1:B+C+D+E;d2:C+E
